distribution,package,unit_path
ubuntu,prometheus-node-exporter-collectors,usr/lib/systemd/system/prometheus-node-exporter-ipmitool-sensor.service
ubuntu,prometheus-node-exporter-collectors,usr/lib/systemd/system/prometheus-node-exporter-mellanox-hca-temp.service
ubuntu,prometheus-node-exporter-collectors,usr/lib/systemd/system/prometheus-node-exporter-nvme.service
ubuntu,prometheus-node-exporter-collectors,usr/lib/systemd/system/prometheus-node-exporter-smartmon.service
ubuntu,prometheus-openstack-exporter,usr/lib/systemd/system/prometheus-openstack-exporter.service
ubuntu,prometheus-pgbackrest-exporter,usr/lib/systemd/system/prometheus-pgbackrest-exporter.service
ubuntu,prometheus-pgbouncer-exporter,usr/lib/systemd/system/prometheus-pgbouncer-exporter.service
ubuntu,prometheus-phpfpm-exporter,usr/lib/systemd/system/prometheus-phpfpm-exporter.service
ubuntu,prometheus-postfix-exporter,usr/lib/systemd/system/prometheus-postfix-exporter.service
ubuntu,prometheus-postgres-exporter,usr/lib/systemd/system/prometheus-postgres-exporter.service
ubuntu,prometheus-process-exporter,usr/lib/systemd/system/prometheus-process-exporter.service
ubuntu,prometheus-pushgateway,usr/lib/systemd/system/prometheus-pushgateway.service
ubuntu,prometheus-redis-exporter,usr/lib/systemd/system/prometheus-redis-exporter.service
ubuntu,prometheus-sensor-exporter,usr/lib/systemd/system/prometheus-sensor-exporter.service
ubuntu,prometheus-smartctl-exporter,usr/lib/systemd/system/smartctl_exporter.service
ubuntu,prometheus-smokeping-prober,usr/lib/systemd/system/prometheus-smokeping-prober.service
ubuntu,prometheus-snmp-exporter,usr/lib/systemd/system/prometheus-snmp-exporter.service
ubuntu,prometheus-sql-exporter,usr/lib/systemd/system/prometheus-sql-exporter.service
ubuntu,prometheus-squid-exporter,usr/lib/systemd/system/prometheus-squid-exporter.service
ubuntu,prometheus-tplink-plug-exporter,usr/lib/systemd/system/prometheus-tplink-plug-exporter.service
ubuntu,prometheus-varnish-exporter,usr/lib/systemd/system/prometheus-varnish-exporter.service
ubuntu,prometheus-xmpp-alerts,usr/lib/systemd/system/prometheus-xmpp-alerts.service
ubuntu,prosody,usr/lib/systemd/system/prosody.service
ubuntu,protection-domain-mapper,lib/systemd/system/pd-mapper.service
ubuntu,proxsmtp,usr/lib/systemd/system/proxsmtp.service
ubuntu,proxsmtp,usr/lib/systemd/system/proxsmtp@.service
ubuntu,ps-watcher,usr/lib/systemd/system/ps-watcher.service
ubuntu,psad,usr/lib/systemd/system/psad.service
ubuntu,ptpd,usr/lib/systemd/system/ptpd.service
ubuntu,ptunnel,usr/lib/systemd/system/ptunnel.service
ubuntu,pulseaudio,usr/lib/systemd/system/pulseaudio-enable-autospawn.service
ubuntu,puppet-agent,usr/lib/systemd/system/puppet.service
ubuntu,puppetdb,usr/lib/systemd/system/puppetdb.service
ubuntu,puppetserver,usr/lib/systemd/system/puppetserver.service
ubuntu,pushpin,usr/lib/systemd/system/pushpin.service
ubuntu,pvpgn,usr/lib/systemd/system/pvpgn.service
ubuntu,pygopherd,usr/lib/systemd/system/pygopherd.service
ubuntu,pynslcd,usr/lib/systemd/system/pynslcd.service
ubuntu,pyspf-milter,usr/lib/systemd/system/pyspf-milter.service
ubuntu,python3-pyro5,usr/lib/systemd/system/pyro5-ns.service
ubuntu,python3-rtslib-fb,lib/systemd/system/target.service
ubuntu,python3-rtslib-fb,usr/lib/systemd/system/rtslib-fb-targetctl.service
ubuntu,python3-slidge,usr/lib/systemd/system/slidge@.service
ubuntu,qatlib-service,usr/lib/systemd/system/qat.service
ubuntu,qbittorrent-nox,usr/lib/systemd/system/qbittorrent-nox@.service
ubuntu,qbootctl,usr/lib/systemd/system/qbootctl.service
ubuntu,qcom-phone-utils,usr/lib/systemd/system/bootmac-bluetooth.service
ubuntu,qcom-phone-utils,usr/lib/systemd/system/q6voiced.service
ubuntu,qcom-phone-utils,usr/lib/systemd/system/qcom-modem-setup.service
ubuntu,qemu-guest-agent,usr/lib/systemd/system/qemu-guest-agent.service
ubuntu,qemu-guest-agent-hwe,usr/lib/systemd/system/qemu-guest-agent.service
ubuntu,qemu-system-common,usr/lib/systemd/system/qemu-kvm.service
ubuntu,qemu-system-common,usr/lib/systemd/system/qemu-vmsr-helper.service
ubuntu,qemu-system-common-hwe,usr/lib/systemd/system/qemu-kvm.service
ubuntu,qemu-system-common-hwe,usr/lib/systemd/system/qemu-vmsr-helper.service
ubuntu,qrtr-tools,usr/lib/systemd/system/qrtr-ns.service
ubuntu,quake-server,usr/lib/systemd/system/quake-server.service
ubuntu,quake-server,usr/lib/systemd/system/quake-server@.service
ubuntu,quake2-server,usr/lib/systemd/system/quake2-server.service
ubuntu,quake2-server,usr/lib/systemd/system/quake2-server@.service
ubuntu,quake3-server,usr/lib/systemd/system/quake3-server.service
ubuntu,quake3-server,usr/lib/systemd/system/quake3-server@.service
ubuntu,quassel-core,usr/lib/systemd/system/quasselcore.service
ubuntu,quota,usr/lib/systemd/system/quota.service
ubuntu,quota,usr/lib/systemd/system/quotarpc.service
ubuntu,rabbitmq-server,usr/lib/systemd/system/rabbitmq-server.service
ubuntu,radicale,usr/lib/systemd/system/radicale.service
ubuntu,radioclk,usr/lib/systemd/system/radioclk.service
ubuntu,radosgw,lib/systemd/system/ceph-radosgw@.service
ubuntu,radsecproxy,usr/lib/systemd/system/radsecproxy.service
ubuntu,radvd,usr/lib/systemd/system/radvd.service
ubuntu,railcontrol,usr/lib/systemd/system/railcontrol.service
ubuntu,rancid,usr/lib/systemd/system/rancid-cleanup.service
ubuntu,rancid,usr/lib/systemd/system/rancid.service
ubuntu,rapiddisk,usr/lib/systemd/system/rapiddiskd.service
ubuntu,rarpd,usr/lib/systemd/system/rarpd.service
ubuntu,rasdaemon,usr/lib/systemd/system/ras-mc-ctl.service
ubuntu,rasdaemon,usr/lib/systemd/system/rasdaemon.service
ubuntu,ratbagd,usr/lib/systemd/system/ratbagd.service
ubuntu,rauc-service,usr/lib/systemd/system/rauc.service
ubuntu,rawdns,usr/lib/systemd/system/rawdns.service
ubuntu,razercfg,usr/lib/systemd/system/razerd.service
ubuntu,rbd-mirror,lib/systemd/system/ceph-rbd-mirror@.service
ubuntu,rbldns,usr/lib/systemd/system/rbldns.service
ubuntu,rbldnsd,usr/lib/systemd/system/rbldnsd.service
ubuntu,rbldnsd,usr/lib/systemd/system/rbldnsd@.service
ubuntu,rbootd,usr/lib/systemd/system/rbootd.service
ubuntu,rdma-core,usr/lib/systemd/system/iwpmd.service
ubuntu,rdma-core,usr/lib/systemd/system/rdma-load-modules@.service
ubuntu,rdma-core,usr/lib/systemd/system/rdma-ndd.service
ubuntu,rdnssd,usr/lib/systemd/system/rdnssd.service
ubuntu,readsb,usr/lib/systemd/system/readsb.service
ubuntu,realmd,usr/lib/systemd/system/realmd.service
ubuntu,rebuilderd-worker,usr/lib/systemd/system/rebuilderd-worker@.service
ubuntu,receptor,usr/lib/systemd/system/receptor.service
ubuntu,redict-sentinel,usr/lib/systemd/system/redict-sentinel.service
ubuntu,redict-sentinel,usr/lib/systemd/system/redict-sentinel@.service
ubuntu,redict-server,usr/lib/systemd/system/redict-server.service
ubuntu,redict-server,usr/lib/systemd/system/redict-server@.service
ubuntu,redis-sentinel,usr/lib/systemd/system/redis-sentinel.service
ubuntu,redis-sentinel,usr/lib/systemd/system/redis-sentinel@.service
ubuntu,redis-server,usr/lib/systemd/system/redis-server.service
ubuntu,redis-server,usr/lib/systemd/system/redis-server@.service
ubuntu,redsocks,usr/lib/systemd/system/redsocks.service
ubuntu,remotetrx,usr/lib/systemd/system/remotetrx.service
ubuntu,renderd,usr/lib/systemd/system/renderd.service
ubuntu,repowerd,usr/lib/systemd/system/repowerd.service
ubuntu,request-tracker4,usr/lib/systemd/system/request-tracker4.service
ubuntu,request-tracker5,usr/lib/systemd/system/request-tracker5.service
ubuntu,restic-rest-server,usr/lib/systemd/system/restic-rest-server.service
ubuntu,restorecond,usr/lib/systemd/system/restorecond.service
ubuntu,rgpiod,usr/lib/systemd/system/rgpiod.service
ubuntu,rinetd,usr/lib/systemd/system/rinetd.service
ubuntu,rmtfs,usr/lib/systemd/system/rmtfs-dir.service
ubuntu,rmtfs,usr/lib/systemd/system/rmtfs.service
ubuntu,rng-tools-debian,usr/lib/systemd/system/rng-tools-debian.service
ubuntu,rng-tools5,usr/lib/systemd/system/rngd.service
ubuntu,robustirc-bridge,usr/lib/systemd/system/robustirc-bridge.service
ubuntu,robustirc-bridge,usr/lib/systemd/system/robustirc-bridge@.service
ubuntu,rotter,usr/lib/systemd/system/rotter.service
ubuntu,roundcube-core,usr/lib/systemd/system/roundcube-cleandb.service
ubuntu,roundcube-core,usr/lib/systemd/system/roundcube-gc.service
ubuntu,rpcbind,usr/lib/systemd/system/portmap.service
ubuntu,rpcbind,usr/lib/systemd/system/rpcbind.service
ubuntu,rpki-client,usr/lib/systemd/system/rpki-client.service
ubuntu,rplay-server,usr/lib/systemd/system/rplay-server.service
ubuntu,rrdcached,usr/lib/systemd/system/rrdcached.service
ubuntu,rshim,usr/lib/systemd/system/rshim.service
ubuntu,rspamd,usr/lib/systemd/system/rspamd.service
ubuntu,rsplib-registrar,usr/lib/systemd/system/rspregistrar.service
ubuntu,rsync,usr/lib/systemd/system/rsync.service
ubuntu,rsyslog,usr/lib/systemd/system/dmesg.service
ubuntu,rsyslog,usr/lib/systemd/system/rsyslog.service
ubuntu,rt4-fcgi,usr/lib/systemd/system/rt4-fcgi.service
ubuntu,rt5-fcgi,usr/lib/systemd/system/rt5-fcgi.service
ubuntu,rtcw-server,usr/lib/systemd/system/rtcw-server.service
ubuntu,rtcw-server,usr/lib/systemd/system/rtcw-server@.service
ubuntu,rtkit,usr/lib/systemd/system/rtkit-daemon.service
ubuntu,rtpengine-daemon,usr/lib/systemd/system/rtpengine-daemon.service
ubuntu,rtpengine-recording-daemon,usr/lib/systemd/system/rtpengine-recording-daemon.service
ubuntu,rtpengine-recording-daemon,usr/lib/systemd/system/rtpengine-recording-nfs-mount.service
ubuntu,rtsp-server-perl,usr/lib/systemd/system/rtsp-server-perl.service
ubuntu,runit-run,usr/lib/systemd/system/runit.service
ubuntu,ruptimed,usr/lib/systemd/system/ruptimed.service
ubuntu,sabnzbdplus,usr/lib/systemd/system/sabnzbdplus.service
ubuntu,sabnzbdplus,usr/lib/systemd/system/sabnzbdplus@.service
ubuntu,sackd,usr/lib/systemd/system/sackd.service
ubuntu,samba,usr/lib/systemd/system/nmbd.service
ubuntu,samba,usr/lib/systemd/system/smbd.service
ubuntu,samba-ad-dc,usr/lib/systemd/system/samba-ad-dc.service
ubuntu,samhain,usr/lib/systemd/system/samhain.service
ubuntu,sane-utils,usr/lib/systemd/system/saned.service
ubuntu,sane-utils,usr/lib/systemd/system/saned@.service
ubuntu,sanlk-reset,usr/lib/systemd/system/sanlk-resetd.service
ubuntu,sanlock,usr/lib/systemd/system/sanlock.service
ubuntu,sanlock,usr/lib/systemd/system/wdmd.service
ubuntu,sanoid,usr/lib/systemd/system/sanoid-prune.service
ubuntu,sanoid,usr/lib/systemd/system/sanoid.service
ubuntu,sasl2-bin,usr/lib/systemd/system/saslauthd.service
ubuntu,sassist,usr/lib/systemd/system/sassist-collect.service
ubuntu,sassist,usr/lib/systemd/system/sassist.service
ubuntu,sauce,usr/lib/systemd/system/sauce.service
ubuntu,saunafs-cgiserv,usr/lib/systemd/system/saunafs-cgiserv.service
ubuntu,saunafs-chunkserver,usr/lib/systemd/system/saunafs-chunkserver.service
ubuntu,saunafs-master,usr/lib/systemd/system/saunafs-master.service
ubuntu,saunafs-metalogger,usr/lib/systemd/system/saunafs-metalogger.service
ubuntu,saunafs-uraft,usr/lib/systemd/system/saunafs-uraft-master.service
ubuntu,saunafs-uraft,usr/lib/systemd/system/saunafs-uraft.service
ubuntu,sbd,usr/lib/systemd/system/sbd.service
ubuntu,sbd,usr/lib/systemd/system/sbd_remote.service
ubuntu,sbws,usr/lib/systemd/system/sbws.service
ubuntu,sbws,usr/lib/systemd/system/sbws_cleanup.service
ubuntu,sbws,usr/lib/systemd/system/sbws_generate.service
ubuntu,schleuder,usr/lib/systemd/system/schleuder-api-daemon.service
ubuntu,schroot,usr/lib/systemd/system/schroot.service
ubuntu,sddm,usr/lib/systemd/system/sddm.service
ubuntu,seatd,usr/lib/systemd/system/seatd.service
ubuntu,sec,usr/lib/systemd/system/sec.service
ubuntu,secureboot-db,usr/lib/systemd/system/secureboot-db.service
ubuntu,sendmail-bin,usr/lib/systemd/system/sendmail.service
ubuntu,ser2net,usr/lib/systemd/system/ser2net.service
ubuntu,serf,usr/lib/systemd/system/serf.service
ubuntu,setserial,usr/lib/systemd/system/etc-setserial.service
ubuntu,setserial,usr/lib/systemd/system/setserial.service
ubuntu,shadowsocks-libev,usr/lib/systemd/system/shadowsocks-libev-local@.service
ubuntu,shadowsocks-libev,usr/lib/systemd/system/shadowsocks-libev-redir@.service
ubuntu,shadowsocks-libev,usr/lib/systemd/system/shadowsocks-libev-server@.service
ubuntu,shadowsocks-libev,usr/lib/systemd/system/shadowsocks-libev-tunnel@.service
ubuntu,shadowsocks-libev,usr/lib/systemd/system/shadowsocks-libev.service
ubuntu,shairport-sync,usr/lib/systemd/system/shairport-sync.service
ubuntu,shellinabox,usr/lib/systemd/system/shellinabox.service
ubuntu,shibboleth-sp-utils,usr/lib/systemd/system/shibd.service
ubuntu,shoelaces,usr/lib/systemd/system/shoelaces.service
ubuntu,shorewall,usr/lib/systemd/system/shorewall.service
ubuntu,shorewall-init,usr/lib/systemd/system/shorewall-init.service
ubuntu,shorewall-lite,usr/lib/systemd/system/shorewall-lite.service
ubuntu,shorewall6,usr/lib/systemd/system/shorewall6.service
ubuntu,shorewall6-lite,usr/lib/systemd/system/shorewall6-lite.service
ubuntu,sia,usr/lib/systemd/system/sia.service
ubuntu,sidedoor,usr/lib/systemd/system/sidedoor.service
ubuntu,simple-whip-server,usr/lib/systemd/system/simple-whip-server.service
ubuntu,simplemonitor,usr/lib/systemd/system/simplemonitor.service
ubuntu,sinfo,lib/systemd/system/sinfo.service
ubuntu,siridb-server,usr/lib/systemd/system/siridb-server.service
ubuntu,sitesummary,usr/lib/systemd/system/sitesummary.service
ubuntu,sitesummary-client,usr/lib/systemd/system/sitesummary-client.service
ubuntu,slapd,usr/lib/systemd/system/slapd.service
ubuntu,slashem-common,usr/lib/systemd/system/slashem-common.service
ubuntu,slim,usr/lib/systemd/system/slim.service
ubuntu,slinkwatch,usr/lib/systemd/system/slinkwatch.service
ubuntu,slurmctld,usr/lib/systemd/system/slurmctld.service
ubuntu,slurmd,usr/lib/systemd/system/slurmd.service
ubuntu,slurmdbd,usr/lib/systemd/system/slurmdbd.service
ubuntu,slurmrestd,usr/lib/systemd/system/slurmrestd.service
ubuntu,smartdns,usr/lib/systemd/system/smartdns.service
ubuntu,smartmontools,usr/lib/systemd/system/smartmontools.service
ubuntu,smcroute,usr/lib/systemd/system/smcroute-helper.service
ubuntu,smcroute,usr/lib/systemd/system/smcroute.service
ubuntu,smokeping,usr/lib/systemd/system/smokeping.service
ubuntu,sms4you,usr/lib/systemd/system/sms4you.service
ubuntu,smstools,usr/lib/systemd/system/smstools.service
ubuntu,snac2,usr/lib/systemd/system/snac2.service
ubuntu,snapclient,usr/lib/systemd/system/snapclient.service
ubuntu,snapd,lib/systemd/system/snapd.apparmor.service
ubuntu,snapd,lib/systemd/system/snapd.autoimport.service
ubuntu,snapd,lib/systemd/system/snapd.core-fixup.service
ubuntu,snapd,lib/systemd/system/snapd.failure.service
ubuntu,snapd,lib/systemd/system/snapd.recovery-chooser-trigger.service
ubuntu,snapd,lib/systemd/system/snapd.seeded.service
ubuntu,snapd,lib/systemd/system/snapd.service
ubuntu,snapd,lib/systemd/system/snapd.snap-repair.service
ubuntu,snapd,lib/systemd/system/snapd.system-shutdown.service
ubuntu,snapper,usr/lib/systemd/system/snapper-boot.service
ubuntu,snapper,usr/lib/systemd/system/snapper-cleanup.service
ubuntu,snapper,usr/lib/systemd/system/snapper-timeline.service
ubuntu,snapper,usr/lib/systemd/system/snapperd.service
ubuntu,snapserver,usr/lib/systemd/system/snapserver.service
ubuntu,sndiod,usr/lib/systemd/system/sndiod.service
ubuntu,sniproxy,usr/lib/systemd/system/sniproxy.service
ubuntu,snmpd,usr/lib/systemd/system/snmpd.service
ubuntu,snmptrapd,usr/lib/systemd/system/snmptrapd.service
ubuntu,snmptrapfmt,usr/lib/systemd/system/snmptrapfmt.service
ubuntu,snmptt,usr/lib/systemd/system/snmptt.service
ubuntu,snowflake-proxy,usr/lib/systemd/system/snowflake-proxy.service
ubuntu,soapyremote-server,usr/lib/systemd/system/soapyremote-server.service
ubuntu,softether-vpnbridge,usr/lib/systemd/system/softether-vpnbridge.service
ubuntu,softether-vpnclient,usr/lib/systemd/system/softether-vpnclient.service
ubuntu,softether-vpnserver,usr/lib/systemd/system/softether-vpnserver.service
ubuntu,softflowd,usr/lib/systemd/system/softflowd.service
ubuntu,softflowd,usr/lib/systemd/system/softflowd@.service
ubuntu,sogo,usr/lib/systemd/system/sogo.service
ubuntu,soju,usr/lib/systemd/system/soju.service
ubuntu,soundmodem,usr/lib/systemd/system/soundmodem.service
ubuntu,spacenavd,usr/lib/systemd/system/spacenavd.service
ubuntu,spamass-milter,usr/lib/systemd/system/spamass-milter.service
ubuntu,spamassassin,usr/lib/systemd/system/spamassassin-maintenance.service
ubuntu,spamd,usr/lib/systemd/system/spamd.service
ubuntu,spampd,usr/lib/systemd/system/spampd.service
ubuntu,speakersafetyd,usr/lib/systemd/system/speakersafetyd.service
ubuntu,speech-dispatcher,usr/lib/systemd/system/speech-dispatcher.service
ubuntu,speech-dispatcher,usr/lib/systemd/system/speech-dispatcherd.service
ubuntu,spice-vdagent,usr/lib/systemd/system/spice-vdagent.service
ubuntu,spice-vdagent,usr/lib/systemd/system/spice-vdagentd.service
ubuntu,spice-webdavd,usr/lib/systemd/system/spice-webdavd.service
ubuntu,sqlgrey,usr/lib/systemd/system/sqlgrey.service
ubuntu,squeezelite,usr/lib/systemd/system/squeezelite.service
ubuntu,squeezelite-pa,usr/lib/systemd/system/squeezelite.service
ubuntu,squeezelite-pulseaudio,usr/lib/systemd/system/squeezelite.service
ubuntu,squid,usr/lib/systemd/system/squid.service
ubuntu,squid-deb-proxy,usr/lib/systemd/system/squid-deb-proxy.service
ubuntu,squidtaild,usr/lib/systemd/system/squidtaild.service
ubuntu,sqwebmail,usr/lib/systemd/system/sqwebmail-cleancache.service
ubuntu,sqwebmail,usr/lib/systemd/system/sqwebmail.service
ubuntu,srcpd,usr/lib/systemd/system/srcpd.service
ubuntu,sreview-master,usr/lib/systemd/system/sreview-dispatch.service
ubuntu,sreview-web,usr/lib/systemd/system/sreview-web.service
ubuntu,srptools,usr/lib/systemd/system/srp_daemon.service
ubuntu,srptools,usr/lib/systemd/system/srp_daemon_port@.service
ubuntu,srptools,usr/lib/systemd/system/srptools.service
ubuntu,sshguard,usr/lib/systemd/system/sshguard.service
ubuntu,ssl-cert,usr/lib/systemd/system/ssl-cert.service
ubuntu,sslh,usr/lib/systemd/system/sslh.service
ubuntu,sssd-ad-common,usr/lib/systemd/system/sssd-pac.service
ubuntu,sssd-common,usr/lib/systemd/system/sssd-autofs.service
ubuntu,sssd-common,usr/lib/systemd/system/sssd-nss.service
ubuntu,sssd-common,usr/lib/systemd/system/sssd-pam.service
ubuntu,sssd-common,usr/lib/systemd/system/sssd-ssh.service
ubuntu,sssd-common,usr/lib/systemd/system/sssd-sudo.service
ubuntu,sssd-common,usr/lib/systemd/system/sssd.service
ubuntu,sssd-dbus,usr/lib/systemd/system/sssd-ifp.service
ubuntu,sssd-kcm,usr/lib/systemd/system/sssd-kcm.service
ubuntu,stayrtr,usr/lib/systemd/system/stayrtr.service
ubuntu,stenographer,usr/lib/systemd/system/stenographer.service
ubuntu,storebackup,usr/lib/systemd/system/storebackup.service
ubuntu,strongswan-starter,usr/lib/systemd/system/ipsec.service
ubuntu,strongswan-starter,usr/lib/systemd/system/strongswan-starter.service
ubuntu,stubby,usr/lib/systemd/system/stubby.service
ubuntu,stunnel4,usr/lib/systemd/system/stunnel@.service
ubuntu,sudo,usr/lib/systemd/system/sudo.service
ubuntu,supervisor,usr/lib/systemd/system/supervisor.service
ubuntu,suricata,usr/lib/systemd/system/suricata.service
ubuntu,svxlink-gpio,usr/lib/systemd/system/svxlink_gpio_setup.service/svxlink_gpio_setup.service
ubuntu,svxlink-server,usr/lib/systemd/system/svxlink.service
ubuntu,svxreflector,usr/lib/systemd/system/svxreflector.service
ubuntu,swapspace,usr/lib/systemd/system/swapspace.service
ubuntu,swayosd,usr/lib/systemd/system/swayosd-libinput-backend.service
ubuntu,swift-account,usr/lib/systemd/system/swift-account-auditor.service
ubuntu,swift-account,usr/lib/systemd/system/swift-account-auditor@.service
ubuntu,swift-account,usr/lib/systemd/system/swift-account-reaper.service
ubuntu,swift-account,usr/lib/systemd/system/swift-account-reaper@.service
ubuntu,swift-account,usr/lib/systemd/system/swift-account-replicator.service
ubuntu,swift-account,usr/lib/systemd/system/swift-account-replicator@.service
ubuntu,swift-account,usr/lib/systemd/system/swift-account.service
ubuntu,swift-account,usr/lib/systemd/system/swift-account@.service
ubuntu,swift-container,usr/lib/systemd/system/swift-container-auditor.service
ubuntu,swift-container,usr/lib/systemd/system/swift-container-auditor@.service
ubuntu,swift-container,usr/lib/systemd/system/swift-container-reconciler.service
ubuntu,swift-container,usr/lib/systemd/system/swift-container-replicator.service
ubuntu,swift-container,usr/lib/systemd/system/swift-container-replicator@.service
ubuntu,swift-container,usr/lib/systemd/system/swift-container-sharder.service
ubuntu,swift-container,usr/lib/systemd/system/swift-container-sharder@.service
ubuntu,swift-container,usr/lib/systemd/system/swift-container-sync.service
ubuntu,swift-container,usr/lib/systemd/system/swift-container-sync@.service
ubuntu,swift-container,usr/lib/systemd/system/swift-container-updater.service
ubuntu,swift-container,usr/lib/systemd/system/swift-container-updater@.service
ubuntu,swift-container,usr/lib/systemd/system/swift-container.service
ubuntu,swift-container,usr/lib/systemd/system/swift-container@.service
ubuntu,swift-object,usr/lib/systemd/system/swift-object-auditor.service
ubuntu,swift-object,usr/lib/systemd/system/swift-object-auditor@.service
ubuntu,swift-object,usr/lib/systemd/system/swift-object-reconstructor.service
ubuntu,swift-object,usr/lib/systemd/system/swift-object-reconstructor@.service
ubuntu,swift-object,usr/lib/systemd/system/swift-object-replicator.service
ubuntu,swift-object,usr/lib/systemd/system/swift-object-replicator@.service
ubuntu,swift-object,usr/lib/systemd/system/swift-object-updater.service
ubuntu,swift-object,usr/lib/systemd/system/swift-object-updater@.service
ubuntu,swift-object,usr/lib/systemd/system/swift-object.service
ubuntu,swift-object,usr/lib/systemd/system/swift-object@.service
ubuntu,swift-object-expirer,usr/lib/systemd/system/swift-object-expirer.service
ubuntu,swift-proxy,usr/lib/systemd/system/swift-proxy.service
ubuntu,swift-proxy,usr/lib/systemd/system/swift-proxy@.service
ubuntu,switchconf,usr/lib/systemd/system/switchconf.service
ubuntu,switcheroo-control,usr/lib/systemd/system/switcheroo-control.service
ubuntu,swupdate,usr/lib/systemd/system/swupdate-progress.service
ubuntu,swupdate,usr/lib/systemd/system/swupdate-usb@.service
ubuntu,swupdate,usr/lib/systemd/system/swupdate.service
ubuntu,sxmo-utils,usr/lib/systemd/system/sxmo.service
ubuntu,sympa,usr/lib/systemd/system/sympa-archived.service
ubuntu,sympa,usr/lib/systemd/system/sympa-bounced.service
ubuntu,sympa,usr/lib/systemd/system/sympa-bulk.service
ubuntu,sympa,usr/lib/systemd/system/sympa-task_manager.service
ubuntu,sympa,usr/lib/systemd/system/sympa.service
ubuntu,sympa,usr/lib/systemd/system/sympasoap.service
ubuntu,sympa,usr/lib/systemd/system/wwsympa.service
ubuntu,syncache,usr/lib/systemd/system/syncache.service
ubuntu,syncplay-server,usr/lib/systemd/system/syncplay-server.service
ubuntu,syncthing,usr/lib/systemd/system/syncthing@.service
ubuntu,syncthing-discosrv,usr/lib/systemd/system/syncthing-discosrv.service
ubuntu,syncthing-relaysrv,usr/lib/systemd/system/syncthing-relaysrv.service
ubuntu,sysfsutils,usr/lib/systemd/system/sysfsutils.service
ubuntu,syslog-ng-core,usr/lib/systemd/system/syslog-ng.service
ubuntu,sysprof,usr/lib/systemd/system/sysprof3.service
ubuntu,sysrepo-plugind,usr/lib/systemd/system/sysrepo-plugind.service
ubuntu,sysrqd,usr/lib/systemd/system/sysrqd.service
ubuntu,sysstat,usr/lib/systemd/system/sysstat-collect.service
ubuntu,sysstat,usr/lib/systemd/system/sysstat-rotate.service
ubuntu,sysstat,usr/lib/systemd/system/sysstat-summary.service
ubuntu,sysstat,usr/lib/systemd/system/sysstat.service
ubuntu,system-config-printer-udev,usr/lib/systemd/system/configure-printer@.service
ubuntu,systemd,usr/lib/systemd/system/autovt@.service
ubuntu,systemd,usr/lib/systemd/system/breakpoint-pre-basic.service
ubuntu,systemd,usr/lib/systemd/system/breakpoint-pre-mount.service
ubuntu,systemd,usr/lib/systemd/system/breakpoint-pre-switch-root.service
ubuntu,systemd,usr/lib/systemd/system/breakpoint-pre-udev.service
ubuntu,systemd,usr/lib/systemd/system/capsule@.service
ubuntu,systemd,usr/lib/systemd/system/console-getty.service
ubuntu,systemd,usr/lib/systemd/system/container-getty@.service
ubuntu,systemd,usr/lib/systemd/system/cryptdisks-early.service
ubuntu,systemd,usr/lib/systemd/system/cryptdisks.service
ubuntu,systemd,usr/lib/systemd/system/dbus-org.freedesktop.hostname1.service
ubuntu,systemd,usr/lib/systemd/system/dbus-org.freedesktop.locale1.service
ubuntu,systemd,usr/lib/systemd/system/dbus-org.freedesktop.login1.service
ubuntu,systemd,usr/lib/systemd/system/dbus-org.freedesktop.timedate1.service
ubuntu,systemd,usr/lib/systemd/system/debug-shell.service
ubuntu,systemd,usr/lib/systemd/system/emergency.service
ubuntu,systemd,usr/lib/systemd/system/factory-reset.target.wants/systemd-factory-reset-request.service
ubuntu,systemd,usr/lib/systemd/system/factory-reset.target.wants/systemd-pcrphase-factory-reset.service
ubuntu,systemd,usr/lib/systemd/system/getty-static.service
ubuntu,systemd,usr/lib/systemd/system/getty.target.wants/getty-static.service
ubuntu,systemd,usr/lib/systemd/system/getty@.service
ubuntu,systemd,usr/lib/systemd/system/hwclock.service
ubuntu,systemd,usr/lib/systemd/system/initrd-cleanup.service
ubuntu,systemd,usr/lib/systemd/system/initrd-parse-etc.service
ubuntu,systemd,usr/lib/systemd/system/initrd-switch-root.service
ubuntu,systemd,usr/lib/systemd/system/initrd-udevadm-cleanup-db.service
ubuntu,systemd,usr/lib/systemd/system/initrd.target.wants/systemd-battery-check.service
ubuntu,systemd,usr/lib/systemd/system/initrd.target.wants/systemd-bsod.service
ubuntu,systemd,usr/lib/systemd/system/initrd.target.wants/systemd-confext-initrd.service
ubuntu,systemd,usr/lib/systemd/system/initrd.target.wants/systemd-pcrphase-initrd.service
ubuntu,systemd,usr/lib/systemd/system/initrd.target.wants/systemd-sysext-initrd.service
ubuntu,systemd,usr/lib/systemd/system/kmod-static-nodes.service
ubuntu,systemd,usr/lib/systemd/system/kmod.service
ubuntu,systemd,usr/lib/systemd/system/ldconfig.service
ubuntu,systemd,usr/lib/systemd/system/modprobe@.service
ubuntu,systemd,usr/lib/systemd/system/multi-user.target.wants/systemd-logind.service
ubuntu,systemd,usr/lib/systemd/system/multi-user.target.wants/systemd-user-sessions.service
ubuntu,systemd,usr/lib/systemd/system/procps.service
ubuntu,systemd,usr/lib/systemd/system/quotaon-root.service
ubuntu,systemd,usr/lib/systemd/system/quotaon@.service
ubuntu,systemd,usr/lib/systemd/system/rc-local.service
